input,output,instruction
The 2006 Nobel Prize in Physics was shared between three scientists for their discovery of the gravitational wave ,รางวัลโนเบลสาขาฟิสิกส์ประจำปี 2560 ตกเป็นของนักวิทยาศาสตร์ 3 คน ผู้ค้นพบคลื่นแรงโน้มถ่วง หรือที่เรียกกันทั่วไปว่าคลื่นไอน์สไตน์,แปลอังกฤษเป็นภาษาไทย
The 2006 Nobel Prize in Physics was shared between three scientists for their discovery of the gravitational wave ,รางวัลโนเบลประจำปี 2560 ในสาขาฟิสิกส์ได้ถูกมอบให้กับนักวิทยาศาสตร์ 3 คนที่ค้นพบคลื่นแรงโน้มถ่วง เรียกว่าคลื่นไอน์สไตน์,แปลอังกฤษเป็นภาษาไทย
"Chinese police have arrested a man running a business of recruiting pregnant women and selling their babies to Chinese adoption agencies, in a 13 year old baby traff",ตำรวจบุกจับผู้ต้องหาชาวจีนทำธุรกิจจ้างหญิงตั้งครรภ์ แล้วส่งทารกไปขายในจีน พบทำเป็นขบวนการมากว่า 13 ปี ยังไม่สามารถระบุจำนวนเด็กที่ถูกส่งออกไปได้ และอยู่ระหว่างพิสูจน์ทราบว่านำเด็กเหล่านี้ไปทำสิ่งใด,แปลอังกฤษเป็นภาษาไทย
"Chinese police have arrested a man running a business of recruiting pregnant women and selling their babies to Chinese adoption agencies, in a 13 year old baby traff",ตำรวจสั่งจับผู้ต้องหาชาวจีนที่กำลังดำเนินธุรกิจการจ้างหญิงตั้งครรภ์และส่งทารกไปขายในประเทศจีน พบว่าการกระทำนี้เป็นหนึ่งในขบวนการที่เกิดขึ้นมาแล้วเป็นเวลากว่า 13 ปี ยังไม่สามารถระบุตัวเลขของเด็กที่ถูกส่งออกไปได้ และกำลังพิสูจน์ว่าพวกเขานำเด็กเหล่านี้ไปใช้ทำสิ่งใดอยู่ในขณะนี้,แปลอังกฤษเป็นภาษาไทย
"On 8 March 2013, a group of labor unions, such as the Federation of Trade Unions for State Owned Enterprises (FTU SETU) and the Women's Solidarity Foundation, marched in a rally to commemorate the 8th of March, the International Women’s Day ",(8 มี ค 56) เครือข่ายองค์กรแรงงานหลายกลุ่ม อาทิ กลุ่มบูรณาการแรงงานสตรี สมาพันธ์รัฐวิสาหกิจสัมพันธ์ (สรส ) มูลนิธิเพื่อนหญิง เดินขบวนรณรงค์เนื่องในวันสตรีสากล ซึ่งตรงกับวันที่ 8 มีนาคมของทุกปี,แปลอังกฤษเป็นภาษาไทย
"On 8 March 2013, a group of labor unions, such as the Federation of Trade Unions for State Owned Enterprises (FTU SETU) and the Women's Solidarity Foundation, marched in a rally to commemorate the 8th of March, the International Women’s Day ",วันที่ 8 มีนาคมของทุกปี กลุ่มองค์กรในเครือข่ายแรงงานหลายกลุ่ม เช่น กลุ่มบูรณาการแรงงานสตรี สมาพันธ์รัฐวิสาหกิจสัมพันธ์ (สรส ) และมูลนิธิเพื่อนหญิงจัดการขบวนรณรงค์เพื่อเฉลิมฉลองวันสตรีสากล,แปลอังกฤษเป็นภาษาไทย
Manchester United boss Jose Mourinho has confirmed the club is in talks to re sign midfielder Schalke 04's Julian Draxler ,โชเซ มูรินโญ กุนซือทีมแมนเชสเตอร์ ยูไนเต็ด ยืนยัน สโมสรกำลังเจรจาเกี่ยวกับการเซ็นสัญญากับ ซลาตัน อิบราฮิโมวิช  อีกครั้ง,แปลอังกฤษเป็นภาษาไทย
Manchester United boss Jose Mourinho has confirmed the club is in talks to re sign midfielder Schalke 04's Julian Draxler ,โชเซ มูรินโย่ กุนซือทีมแมนเชสเตอร์ ยูไนเต็ด ยืนยันว่า สโมสรกำลังสนทนาในการทำสัญญากับ ซลาตัน อิบราฮิโมวิช อีกครั้ง ,แปลอังกฤษเป็นภาษาไทย
"K  Industrial, Thailand, to be a base for the production of smart electronics in the future  At the same time, Panasonic is moving its production base from 18 to 2 plants,",ก อุตสาหกรรม ย้ำไทย เป็นฐานผลิตเครื่องใช้ไฟฟ้า มุ่งสู่สมาร์ทอิเล็กทรอนิกส์ในอนาคต ขณะพานาโซนิค ย้ายฐานการผลิต เป็นเพียง 2 จาก 18 โรงงาน ยันไม่เกี่ยวข้องความเชื่อมั่นลงทุนในไทย,แปลอังกฤษเป็นภาษาไทย
"K  Industrial, Thailand, to be a base for the production of smart electronics in the future  At the same time, Panasonic is moving its production base from 18 to 2 plants,",ก อุตสาหกรรมในประเทศไทยย้ำว่าเป็นฐานการผลิตเครื่องใช้ไฟฟ้าที่มุ่งหวังให้เกิดการพัฒนาเป็นสมาร์ทอิเล็กทรอนิกส์ในอนาคต อย่างไรก็ตามในปัจจุบันนี้ยำให้เสียงฮือฮากล่าวว่าจำนวนโรงงานอุตสาหกรรมที่ถูกย้ายมาที่พญานาซอนิกเพียงสองโรงงานจากทั้งหมด 18 โรงงาน แต่บริษัทก็ระบุว่ามันไม่มีความเกี่ยวข้องกับความมั่นใจในการลงทุนในประเทศไทย,แปลอังกฤษเป็นภาษาไทย
"PTT BRICS Superbike Championship 2018, the final race to decide the 2018 championship, will be held at the Buriram International Circuit, Nakhon Ratchasima, Thailand, on the 17th and 18",พีทีที บีอาร์ไอซี ซูเปอร์ไบค์ แชมเปียนชิพ 2018 เตรียมดวลความเร็วสนามสุดท้าย เพื่อตัดสินแชมป์ประจำปี ที่สนามช้าง อินเตอร์เนชั่นแนล เซอร์กิต จ บุรีรัมย์ 17 18 พ ย นี้,แปลอังกฤษเป็นภาษาไทย
"PTT BRICS Superbike Championship 2018, the final race to decide the 2018 championship, will be held at the Buriram International Circuit, Nakhon Ratchasima, Thailand, on the 17th and 18",พีทีที บีอาร์ไอซี ซูเปอร์ไบค์ แชมเปียนชิพ 2018 จะระลึกถึงความเร็วของเส้นทางสุดท้าย เพื่อตัดสินใจในการประกวดแชมป์ของปีนี้ ที่สนามช้าง อินเตอร์เนชั่นแนล เซอร์กิต จ บุรีรัมย์ ในวันที่ 17 18 พฤศจิกายนนี้,แปลอังกฤษเป็นภาษาไทย
"Pheu Thai is set to stage a mega rally in Chanthaburi to invite the public to sing ""Happy Birthday, General Prayut"" in a show of support for the Eastern Economic Corridor (EEC) as a guarantee for Eastern people  24 March is the date to vote for a solid PP, pledging no dynasty,",พลังประชารัฐ ยกทัพใหญ่ลุยปราศรัยเมืองชล ชวน ปชช ร้องเพลงร่วมเบิร์ดเดย์ ลุงตู่ ชูผลงานอีอีซี เป็นหลักประกันชาวตะวันออก ปลุก 24 มี ค นี้ เลือก พปชร ถล่มทลาย ย้ำไม่สืบทอดอำนาจ ,แปลอังกฤษเป็นภาษาไทย
"Pheu Thai is set to stage a mega rally in Chanthaburi to invite the public to sing ""Happy Birthday, General Prayut"" in a show of support for the Eastern Economic Corridor (EEC) as a guarantee for Eastern people  24 March is the date to vote for a solid PP, pledging no dynasty,",พลังตะวันออกเชิญชวนประชาชนให้ร้องเพลงเบิร์ดเดย์เพื่อสนับสนุนผลงานที่สำคัญของลุงตู่ในการปกป้องชาวตะวันออก และเป็นคำสั่งให้พรรคพลังประชารัฐมาช่วยล้มล้างพรรคพัฒนาชาติที่จะไม่ทำงานให้เดิมพันกับอำนาจที่มีอยู่แล้วถึงสิ้นอายุ 24 มีนาคมนี้,แปลอังกฤษเป็นภาษาไทย
"To see someone show kindness to another and feel good about it, it's even better when you don't know the person, but",เห็นคนมีน้ำใจต่อผู้อื่นแล้วรู้สึกดีใจจริงๆค่ะ แถมยิ่งถ้าเป็นคนซึ่งไม่เคยรู้จักกันมาก่อน แต่เมื่อเห็นอีกฝ่ายกำลังตกอยู่ในอันตรายแล้วรีบเข้าไปช่วยเหลือได้ทันท่วงทีก็ยิ่งน่ายินดีปรีดาที่คนบางคนมีน้ำใจต่อมนุษย์ร่วมโลก,แปลอังกฤษเป็นภาษาไทย
"To see someone show kindness to another and feel good about it, it's even better when you don't know the person, but",เห็นคนอื่นๆแสดงใจดีแล้วรู้สึกเก่งใจจริงๆค่ะ แถมยิ่งถ้าเป็นคนที่ไม่รู้จักแต่เมื่อเห็นผู้อื่นกำลังเป็นอันตรายแล้วก็กระทำเข้าไปช่วยเหลือทันสถานการณ์ก็เป็นเรื่องที่ดีใจระอานที่คนบางคนกล้าใจเอาใจใส่ต่อสัตว์ประเภทเดียวกัน ในโลก,แปลอังกฤษเป็นภาษาไทย
"Mrs  Cat Lady, a woman with a heart for stray dogs and cats, in Hat Yai, has called on the government to scrap the registration fees for pets, as she is barely able to afford to care for the homeless dogs ",ป้าแมว หญิงใจบุญเลี้ยงหมาและแมวจรจัดใน อ หาดใหญ่ วอนรัฐบาลให้ยกเลิกการขึ้นทะเบียนหมาแมวโดยมีค่าใช้จ่ายไปเลย ชี้ลำพังหาเลี้ยงหมาแมวจรจัดก็ยังแทบไม่พอกิน,แปลอังกฤษเป็นภาษาไทย
"Mrs  Cat Lady, a woman with a heart for stray dogs and cats, in Hat Yai, has called on the government to scrap the registration fees for pets, as she is barely able to afford to care for the homeless dogs ",ป้าแมวหญิงใจบุญกำลังเลี้ยงหมาและแมวที่อยู่บริเวณอำเภอหาดใหญ่ และขอร้องให้รัฐบาลยกเลิกการจดทะเบียนหมาแมวโดยไม่มีค่าใช้จ่าย โดยอ้างถึงการลดการช่วยเหลือให้กับผู้เลี้ยงหมาแมวจรจัดที่ยังไม่เพียงพอกิน,แปลอังกฤษเป็นภาษาไทย
"A lucky lottery ticket with the number ""1111"" and ""84"" was found on the hood of a police car, where a snake slithered",คอหวยตี เลขเด็ด ทะเบียนรถตำรวจ หลังพบรอยประหลาดคล้าย พญานาค เลื้อยบนฝากระโปรงรถ มีทั้ง 1191 และ 84 ,แปลอังกฤษเป็นภาษาไทย
"A lucky lottery ticket with the number ""1111"" and ""84"" was found on the hood of a police car, where a snake slithered",หลังจากค้นพบรอยอันหนาแน่นบนฝากระโปรงรถที่คล้ายกับตราพญานาคทะเบียนรถตำรวจ เราได้เลขเด็ดจำนวนทั้งหมด 1191 และ 84,แปลอังกฤษเป็นภาษาไทย
"The 23rd National Book Fair and 12th Book for Kids Festival with the theme ""Read, Listen, Enjoy"" and a series of talks and exhibitions  17 26 Oct  at the Queen Sirikit National Convention Center ",มหกรรมหนังสือระดับชาติ ครั้งที่ 23 และเทศกาลหนังสือเด็กและเยาวชนครั้งที่ 12 กับแนวคิด อ่านออกเสียงสนุกกับนิทรรศการและเวทีเสวนา พร้อมกองทัพหนังสือให้จับจอง 17 28 ต ค นี้ พบกันศูนย์สิริกิติ์,แปลอังกฤษเป็นภาษาไทย
"The 23rd National Book Fair and 12th Book for Kids Festival with the theme ""Read, Listen, Enjoy"" and a series of talks and exhibitions  17 26 Oct  at the Queen Sirikit National Convention Center ",มหกรรมหนังสือระดับชาติครั้งที่ 23และเทศกาลหนังสือเด็กและเยาวชนครั้งที่ 12 จะเริ่มขึ้นในวันที่ 17 28 ตุลาคมนี้ ซึ่งมีแนวคิดในการเสนาะเสนอนิทรรศการและเวทีเสวนาเพื่อให้อ่านออกเสียงสนุก นอกจากนี้ยังมีกองทัพหนังสือที่จะมอบให้จับจองด้วย อุตสาหกรรมนี้จะเกิดขึ้นที่ศูนย์สิริกิติ์,แปลอังกฤษเป็นภาษาไทย
Saturday 2nd September 2017 The 1st week of the 9th month in the year  Ready to serve you with a new collection of book recommendations ,วันเสาร์ที่ 2 กันยายน 2560 เสาร์แรกของเดือนที่ 9 แห่งปี เวียนมา ถึงพร้อมรายการ เสาร์สารพัน ชวนเที่ยวงานชวนอ่านหนังสือกลับมารับใช้ท่านผู้อ่านเช่นเคย,แปลอังกฤษเป็นภาษาไทย
Saturday 2nd September 2017 The 1st week of the 9th month in the year  Ready to serve you with a new collection of book recommendations ,วันเสาร์ที่ 2 กันยายน 2560 แห่งเวลาเดือนที่ 9 ปี เรียกใช้รายการเสาร์กับพร้อมที่จะชวนผู้อ่านมาเที่ยวงานและอ่านหนังสือเช่นเดิม,แปลอังกฤษเป็นภาษาไทย
"A must visit for coffee and tea lovers, the Thailand Tourism Authority of Thailand (TAT) is presenting the ""Best of Chai and Tea 2018"" event at Chiangmai, Thailand ",น่าไปเดินมากๆ งานชาและกาแฟ ที่ ททท จัดขึ้นภายใต้ชื่อ Best of Coffee and Tea 2018 ที่จัดขึ้น ณ จังหวัดเชียงราย,แปลอังกฤษเป็นภาษาไทย
"A must visit for coffee and tea lovers, the Thailand Tourism Authority of Thailand (TAT) is presenting the ""Best of Chai and Tea 2018"" event at Chiangmai, Thailand ",น่าไปออกแบบและฉลองงานชาและกาแฟที่ชื่อ Best of Coffee and Tea 2018 ที่จัดขึ้นที่จังหวัดเชียงรายกันเถอะ สนุกมากๆ,แปลอังกฤษเป็นภาษาไทย
"Labor Ministerแจง the appointment of the deputy minister to be a clean and transparent one, threatening to take action against the government officials who are involved in corruptions and ruining the organization, as well as to strengthen the system to prevent the bribery ",ปลัดแรงงาน แจง แต่งตั้งรองอธิบดีโปร่งใส ไม่ล้วงลูก ขู่เอาผิด ขรก  ปล่อยข่าว เจ๊กินรวบ เอี่ยวส่วย ทุจริต ทำลายองค์กร ยันระบบตรวจสอบเข้มไร้ส่วย  ,แปลอังกฤษเป็นภาษาไทย
"Labor Ministerแจง the appointment of the deputy minister to be a clean and transparent one, threatening to take action against the government officials who are involved in corruptions and ruining the organization, as well as to strengthen the system to prevent the bribery ",ปลัดแรงงาน แจง ในการแต่งตั้งรองอธิบดีโปร่งใส ไม่มีการละเว้นกฎหมาย และไม่มีการขู่เอาผิด ยังปล่อยข่าวเจ๊กินรวบเอี่ยวส่วย ทุจริตประกาศถึงสาธารณะซึ่งทำลายองค์กร และยังยืนยันว่าระบบการตรวจสอบและการควบคุมเข้มแข็งโดยไม่ให้ว่างเปล่า,แปลอังกฤษเป็นภาษาไทย
"Gary Cahill, Chelsea's defender, is confident that his team mate, Willian, the Brazilian winger, will cause problems for Paris Saint Germain in the UEFA Champions League round of 16 on Wednes",แกรี เคฮิลล์ กองหลังทีมเชลซี เชื่อมั่น วิลเลียน ปีกเพื่อนร่วมทีมชาวแซมบ้า จะสร้างปัญหาให้กับทีม ปารีส แซงต์ แชร์แมง ในเกมยูฟ่า แชมเปียนส์ลีก รอบ 16 ทีมสุดท้าย นัดสอง คืนวันนี้ ได้อย่างแน่นอน,แปลอังกฤษเป็นภาษาไทย
"Gary Cahill, Chelsea's defender, is confident that his team mate, Willian, the Brazilian winger, will cause problems for Paris Saint Germain in the UEFA Champions League round of 16 on Wednes","แกรี เคฮิลล์, กองหลังทีมเชลซี, มั่นใจว่าวิลเลียน, ปีกเพื่อนร่วมทีมชาวแซมบ้า, จะไม่ถือเป็นปัญหาสำหรับทีมปารีสแซงต์แชร์แมงในเกมยูฟ่าแชมเปียนส์ลีกรอบ 16 ทีมสุดท้ายนัดสองในคืนนี้อย่างแน่นอน",แปลอังกฤษเป็นภาษาไทย
"At the Blue Arena in Samut Prakan, Ch7 Boxing on 8th July (today) there is action to be had at all 3 venues  Here",เวทีมวยบลูอารีน่า จ สมุทรปราการ–สนามมวยช่อง 7 สี และ เวทีราชดำเนิน วันอาทิตย์ ที่ 8 ก ค  (วันนี้) มีมวยให้ชมกันทั้ง 3 แห่ง ชัย ศิษย์ อ บี้ ขอวิจารณ์ไปตามฝีมือดังนี้,แปลอังกฤษเป็นภาษาไทย
"At the Blue Arena in Samut Prakan, Ch7 Boxing on 8th July (today) there is action to be had at all 3 venues  Here",วันนี้ (วันที่ 8 กรกฎาคม) จะมีการแข่งมวยที่เวทีมวยบลูอารีน่า จังหวัดสมุทรปราการ สนามมวยช่อง 7 สี และเวทีราชดำเนิน โดยมีนักมวยชื่อศิษย์ชาวไทยอย่างชัย ศิษย์ อ บี้ ซึ่งได้รับการวิจารณ์จากอาจารย์ด้วยความเชี่ยวชาญ,แปลอังกฤษเป็นภาษาไทย
"The rivalry between the two cities has been a source of friction since the time of Queen Victoria, and has seen the city's industries, trades, notes and music clash over the years  There are some stories and anecdotes of a more affectionate nature  The first and only man to be a Liverpool favourite and a footballing legend at the same time was Matt Busby, who played at Anfield, the home of Liverpool",สงครามระหว่างสองเมืองที่มีความเจ็บแค้นมาตั้งแต่สมัยวิกตอเรีย และตั้งตนเป็นคู่แข่งกันมาตลอดทั้งเรื่องของการค้า อุตสาหกรรม เรื่อยมาจนถึงตัวโน้ตและดนตรี มันก็มีบางเรื่องและบางแง่มุมของความสัมพันธ์ที่อ่อนโยนหลบซ่อนอยู่แมตต์ บัสบี คนแรกและคนเดียวที่เป็นขวัญใจที่ลิเวอร์พูล และเป็นตำนานตลอดกาลที่แมนเชสเตอร์ประวัติศาสตร์ที่หลายคนไม่ทราบคือ แมนยูฯ เคยเล่นเกมเหย้าโดยใช้แอนฟิลด์ สนามของลิเวอร์พูลด้วย,แปลอังกฤษเป็นภาษาไทย
"The rivalry between the two cities has been a source of friction since the time of Queen Victoria, and has seen the city's industries, trades, notes and music clash over the years  There are some stories and anecdotes of a more affectionate nature  The first and only man to be a Liverpool favourite and a footballing legend at the same time was Matt Busby, who played at Anfield, the home of Liverpool",สงครามระหว่างสองเมืองที่มีความเจ็บแค้นมาตั้งแต่สมัยวิกตอเรีย และตั้งตนเป็นคู่แข่งกันมาตลอดทั้งเรื่องการค้า อุตสาหกรรม เรื่อยมาจนถึงตัวโน้ตและดนตรี มีบางเรื่องและบางแง่มุมของความสัมพันธ์ที่อ่อนโยนหลบซ่อนอยู่แมตต์ บัสบี คนแรกและคนเดียวที่เป็นขวัญใจที่ลิเวอร์พูล และเป็นตำนานตลอดกาลที่แมนเชสเตอร์ประวัติศาสตร์ที่หลายคนไม่ทราบคือ แมนยู ทีมชาติอันเคยเล่นถือโปรดของลิเวอร์พูลในสนามบ้านของพวกเขา,แปลอังกฤษเป็นภาษาไทย
"A torrential rainfall in the past few days has worsened the flood situation in Prachuab Khiri Khan, with the water level rising by 30 40 centimeters ",จากสถานการณ์น้ำท่วมในพื้นที่ อ บางสะพาน จ ประจวบคีรีขันธ์ เนื่องจากฝนตกหนักต่อเนื่อง ตั้งแต่วันที่ 8 พ ย ที่ผ่านมา ล่าสุด ยังมีฝนตกในพื้นที่ ขณะที่ระดับน้ำท่วม 30 40 ซม  ,แปลอังกฤษเป็นภาษาไทย
"A torrential rainfall in the past few days has worsened the flood situation in Prachuab Khiri Khan, with the water level rising by 30 40 centimeters ",จากสถานการณ์น้ำท่วมในพื้นที่ อำเภอบางสะพาน จังหวัดประจวบคีรีขันธ์ เนื่องจากการตกฝนอย่างต่อเนื่องตั้งแต่วันที่ 8 พฤศจิกายนที่ผ่านมา ขณะนี้ระดับน้ำท่วมยังคงอยู่ที่ระดับ 30 40 ซม ,แปลอังกฤษเป็นภาษาไทย
Just came out to deny no  But thunder lightning! But there's a rumor to seduce  Janie Tien Phu Thien  Prepare for the 2nd,เพิ่งออกมาปฏิเสธไม่มี แต่ง สายฟ้าแลบ แต่ก็มีข่าวลือให้แซ่ดด ม่ายพราวเสน่ห์ เจนี่ เทียนโพธิ์สุวรรณ เตรียมแต่งรอบ 2 ,แปลอังกฤษเป็นภาษาไทย
Just came out to deny no  But thunder lightning! But there's a rumor to seduce  Janie Tien Phu Thien  Prepare for the 2nd,เมื่อได้ยินข่าวลือล่าสุดเกี่ยวกับเจนี่ เทียนโพธิ์สุวรรณ ที่เตรียมจะแต่งรอบครั้งที่สอง ต้องขอปฏิเสธอย่างเด็ดขาด โดยไม่มีฟ้าแลบหรือข่าวลือประกายไฟให้แซ่ดด้วย,แปลอังกฤษเป็นภาษาไทย
"The source: www  google  com The movement of some groups to take the Rama 9 Railway Yard to make a park  This concept is good, but the hope to be given to the people of Bangkok in that area ",ที่มาของภาพประกอบ: maps google com มีความเคลื่อนไหวของคนบางกลุ่มที่จะเอาพื้นที่โรงซ่อมรถไฟมักกะสันไปทำสวนสาธารณะ แนวคิดนี้คล้ายดูดี แต่จะหวังฉวยเอามาประเคนให้เฉพาะคนกรุงเทพมหานครแถบนั้น,แปลอังกฤษเป็นภาษาไทย
"The source: www  google  com The movement of some groups to take the Rama 9 Railway Yard to make a park  This concept is good, but the hope to be given to the people of Bangkok in that area ",ที่มาของภาพประกอบ: maps google com มีการเคลื่อนไหวของกลุ่มคนบางกลุ่มที่กำลังมุ่งหวังที่จะเปลี่ยนพื้นที่โรงซ่อมรถไฟที่มักกะสันให้กลายเป็นสวนสาธารณะ แนวคิดนี้ดูเหมาะสม อย่างไรก็ตาม คาดหวังว่าจะสามารถเป็นประโยชน์เฉพาะกลุ่มคนในเขตกรุงเทพมหานครเท่านั้น,แปลอังกฤษเป็นภาษาไทย
Ten years have passed since the coup ,ในที่สุดเวลาก็ผ่านไปถึง 10 ปีแล้ว นับตั้งแต่เกิดการรัฐประหารเมื่อวันที่ 19 กันยายน พ ศ  2549,แปลอังกฤษเป็นภาษาไทย
Ten years have passed since the coup ,เวลาผ่านไปถึง 10 ปีแล้ว หลังจากเกิดการรัฐประหารเมื่อวันที่ 19 กันยายน พ ศ  2549 สุดท้าย ,แปลอังกฤษเป็นภาษาไทย
"A case in the internet has it that the BBC has reported a radioactive leak from the Fukushima Daiichi nuclear power plant in Japan  If it rains, stay indoors, close windows and doors",กรณีมีข้อความในอินเทอร์เน็ต ระบุว่า สำนักข่าวบีบีซีรายงานข่าวด่วนว่ามีการรั่วของกัมมันตภาพรังสีจากโรงไฟฟ้า พลังงานนิวเคลียร์ฟุกุชิมา ประเทศเอเชียหากมีฝนตกให้อยู่ในอาคาร ปิดประตูหน้าต่าง,แปลอังกฤษเป็นภาษาไทย
"A case in the internet has it that the BBC has reported a radioactive leak from the Fukushima Daiichi nuclear power plant in Japan  If it rains, stay indoors, close windows and doors","หากมีข้อความในเว็บไซต์ว่า ""สื่อข่าวบีบีซีตีพิมพ์ข่าวสารระดับด่วนเกี่ยวกับความเสี่ยงที่เกิดจากการรั่วของรังสีจากโรงไฟฟ้าพลังงานนิวเคลียร์ฟุกุชิมาในภูมิภาคเอเชียในกรณีที่ฝนตกและผู้คนต้องอยู่ภายในอาคารที่ปิดประตูหน้าต่าง""",แปลอังกฤษเป็นภาษาไทย
"On the eve of the 2014 International Women's Day, the issue of women in Thailand is still trapped in conservative thinking and patriarchal culture in a class based society, as we always hear the news of child abuse, women ab", เนื่องในโอกาสวันสตรีสากลปี 2557 ประเด็นผู้หญิงในประเทศไทยยังคงติดกับดักความคิดแบบอนุรักษ์นิยมและวัฒนธรรมอำนาจนิยมในระบบสังคมชนชั้น อันเนื่องจากเรามักได้ยินข่าวอาชญากรรมต่อเด็ก สตรี,แปลอังกฤษเป็นภาษาไทย
"On the eve of the 2014 International Women's Day, the issue of women in Thailand is still trapped in conservative thinking and patriarchal culture in a class based society, as we always hear the news of child abuse, women ab",ในโอกาสวันสตรีสากลปี 2557 ในประเทศไทยยังคงพบว่าปัญหาของผู้หญิงยังคงต้องเผชิญกับความคิดที่อนุรักษ์นิยมและวัฒนธรรมที่เน้นอำนาจนิยมในระบบสังคมชนชั้น นั่นเกิดจากเรามีการได้ยินข่าวเกี่ยวกับการกระทำอาชญากรรมต่อเด็กสตรี,แปลอังกฤษเป็นภาษาไทย
DOS to present PM 2 5 plan to Cabinet today  Says 3 regions have different problems  Gives power to govs to make final decisions if dust exceeds by 75 100 micrograms  It's dangerous ,รมว ทส  จ่อชงแผนมาตรการแก้ฝุ่นพิษ PM2 5 เข้าครม วันนี้ แจงปัญหา 3 ภาคเกิดต่างกัน ให้อำนาจผู้ว่าราชการจังหวัดตัดสินใจเด็ดขาด หากฝุ่นเกิน 75 100 ไมโครกรัม เพราะเป็นอันตราย,แปลอังกฤษเป็นภาษาไทย
DOS to present PM 2 5 plan to Cabinet today  Says 3 regions have different problems  Gives power to govs to make final decisions if dust exceeds by 75 100 micrograms  It's dangerous ,กรมสิ่งแวดล้อมแห่งชาติประสาทสั่งการให้ดำเนินการแก้ไขปัญหาฝุ่นพิษ PM2 5 เข้าครมวันนี้ แจ้งปัญหาที่เกิดขึ้นใน 3 ภาคที่แตกต่างกันให้ผู้บริหารจังหวัดมีอำนาจตัดสินใจอย่างเด็ดขาดถ้าฝุ่นเกิน 75 100 ไมโครกรัม เนื่องจากเป็นอันตราย,แปลอังกฤษเป็นภาษาไทย
"Veterinarian did a post mortem examination  Maimon was found to have a chest wound, likely from a rock  A piece of plastic clogged her intestine, causing gas to build up  This led to a blood infection ",สัตวแพทย์ ทำการผ่าพิสูจน์ มาเรียม พบผนังช่องท้องช้ำ คาดกระแทกหินขณะเกยตื้น เศษพลาสติกขวางลำไส้ จนอุดตัน เกิดแก๊ส ส่งผลให้ติดเชื้อในกระแสเลือด ต้นเหตุทำช็อกตาย,แปลอังกฤษเป็นภาษาไทย
"Veterinarian did a post mortem examination  Maimon was found to have a chest wound, likely from a rock  A piece of plastic clogged her intestine, causing gas to build up  This led to a blood infection ",สัตวแพทย์ที่ทำการผ่าพิสูจน์พบว่ามีผนังช่องท้องถูกกระแทกด้วยหินขณะที่เศษพลาสติกกำพร้าลำไส้ทำให้เกิดการอุดตันและแก๊สส่งผลให้เชื้อจับตัวอยู่ในกระแสเลือด ถึงการเกิดช็อกและการตาย,แปลอังกฤษเป็นภาษาไทย
"Raina Kullanthorn explains her decision to get married, after having always thought that she would never marry, because she doesn't believe in love ",น้ำฝน กุลณัฐ เล่าสาเหตุที่ทำให้ตัดสินใจแต่งงาน หลังเคยคิดมาตลอดว่า จะไม่แต่ง เพราะไม่เชื่อในความรัก,แปลอังกฤษเป็นภาษาไทย
"Raina Kullanthorn explains her decision to get married, after having always thought that she would never marry, because she doesn't believe in love ",น้ำฝน กุลณัฐ เล่าเหตุผลที่ทำให้ตัดสินใจเข้าแต่งงานขึ้น หลังจากคิดครั้งนึงในอดีตว่าจะไม่เชื่อในความรัก,แปลอังกฤษเป็นภาษาไทย
"I must say that this is a trip I never imagined I'd get such an exclusive opportunity  At first, I was drawn in by the fact that I, along with 2 other friends, went to the AFC Cup ",ก่อนอื่นๆ ต้องบอกตามตรงเลยว่าทริปนี้เป็นทริปที่ผมไม่เคยคาดคิดมาก่อนว่าจะได้โอกาสสุดพิเศษแบบเอ็กซ์คลูซีฟแบบนี้มาก่อน เดิมทีนั้นผมต้นเหตุต้นตอมาจากที่ผมและเพื่อนอีก 2 คนไปถ่ายฟุตบอล เอเอฟซี,แปลอังกฤษเป็นภาษาไทย
"I must say that this is a trip I never imagined I'd get such an exclusive opportunity  At first, I was drawn in by the fact that I, along with 2 other friends, went to the AFC Cup ",ขอบคุณที่ได้ทราบข้อมูลตรงไว้ก่อนว่าทริปนี้เป็นทริปที่ไม่คาดคิดมาก่อนว่าจะได้โอกาสสุดพิเศษแบบเอ็กซ์คลูซีฟแบบนี้มาก่อน เพื่อให้เข้าใจว่าเราเริ่มทำทริปนี้เพราะว่าเราและเพื่อนอีก 2 คนไปถ่ายภาพฟุตบอล เราอยู่ในทีมเอเอฟซี,แปลอังกฤษเป็นภาษาไทย
Thailand Wakeboard and Canoe kayak team is ready to fight for the gold medals in the 2017 Sea Games  Big Tato Pisimmyratana is eyeing 2 golds  He is confident that the team has the potential to achieve the target ,ทัพนักกีฬาเวคบอร์ดและสกีน้ำทีมชาติไทย พร้อมล่าเหรียญทองซีเกมส์ แดนเสือเหลือง ด้าน บิ๊กต๊อด ปิติ ภิรมย์ภักดี ตั้งเป้าคว้า 2 ทอง เชื่อมั่นศักยภาพนักกีฬา ทำผลงานได้ตามเป้าหมายแน่,แปลอังกฤษเป็นภาษาไทย
